Linguistic,Logical-Mathematical,Spatial,Bodily-Kinesthetic,Musical,Interpersonal,Intrapersonal,Naturalistic,Programming,Data_Analysis,Creativity,Mechanical_Skills,Building_Skills,Communication,Empathy,Writing,Marketing,Design_Skills,Recommended_Career_1,Recommended_Career_2,Recommended_Career_3
67,56,27,92,70,20,97,50,1,1,0,0,0,1,1,0,0,0,Civil Engineer,Lawyer,Marketing Manager
31,72,25,21,73,84,59,47,1,1,0,1,1,1,1,1,1,1,Financial Analyst,Doctor,Software Developer
81,67,31,86,64,65,96,51,1,1,1,0,0,0,0,0,1,1,Civil Engineer,Marketing Manager,Software Developer
29,25,21,83,98,24,98,94,0,0,1,0,0,1,0,0,0,1,Digital Marketer,Teacher,Financial Analyst
25,82,39,42,74,74,51,98,1,1,1,1,0,1,0,0,0,1,Digital Marketer,Software Developer,UX/UI Designer
31,82,84,48,23,87,56,27,0,0,1,0,1,0,0,0,0,0,Financial Analyst,Teacher,Civil Engineer
75,74,73,78,89,44,59,84,1,1,0,1,1,0,1,0,1,0,Psychologist,Architect,UX/UI Designer
20,81,82,84,78,33,42,82,0,0,0,0,0,0,1,1,1,0,Financial Analyst,Digital Marketer,Architect
84,21,99,65,62,49,87,57,0,1,1,1,0,1,1,0,0,0,Doctor,Software Developer,Graphic Designer
96,66,48,97,58,90,42,44,1,1,0,0,0,0,1,0,1,1,Civil Engineer,Marketing Manager,Content Writer
76,70,68,22,37,43,69,46,0,1,1,1,0,0,1,0,1,0,Content Writer,Financial Analyst,Teacher
83,95,77,47,41,79,27,32,1,1,1,0,0,0,0,1,1,1,Data Scientist,Content Writer,Marketing Manager
94,80,91,71,99,93,70,52,1,0,1,1,0,1,1,1,0,0,Civil Engineer,Graphic Designer,Content Writer
40,57,89,69,96,42,54,58,0,0,0,0,0,0,0,0,1,0,Graphic Designer,UX/UI Designer,Psychologist
30,92,83,38,77,24,41,83,0,0,0,0,1,0,1,0,1,1,Psychologist,Software Developer,Architect
69,55,84,79,95,70,34,58,0,1,1,1,0,0,1,0,0,0,Psychologist,Marketing Manager,Digital Marketer
37,54,85,58,90,84,49,48,0,1,0,1,0,0,1,0,1,0,Digital Marketer,Financial Analyst,Software Developer
20,86,43,44,27,83,20,55,1,0,0,1,0,1,1,1,1,0,Content Writer,Teacher,Financial Analyst
96,27,85,21,56,71,47,72,1,0,0,1,0,1,0,0,1,1,Content Writer,Software Developer,Architect
24,62,20,42,89,33,48,60,0,0,0,0,1,1,1,0,1,0,Mechanical Engineer,Teacher,Digital Marketer
49,71,41,70,55,86,33,41,0,0,0,0,0,0,0,0,0,0,Doctor,Graphic Designer,Mechanical Engineer
57,42,92,28,60,77,23,80,0,0,0,0,0,0,0,1,1,0,Mechanical Engineer,Doctor,Civil Engineer
93,43,51,46,77,59,92,60,0,1,1,0,0,0,0,1,0,1,Lawyer,Marketing Manager,Civil Engineer
81,79,87,81,91,97,24,35,0,0,1,1,0,1,1,1,0,1,Doctor,Content Writer,Graphic Designer
73,71,67,64,78,60,42,60,0,1,0,0,0,1,0,1,1,0,Graphic Designer,Data Scientist,Content Writer
50,22,89,78,20,87,55,33,1,0,0,0,1,0,0,0,1,1,Software Developer,Lawyer,Mechanical Engineer
43,57,85,91,90,93,80,64,1,0,0,0,0,1,1,1,0,1,Psychologist,Architect,Lawyer
41,72,99,46,70,59,24,72,1,0,0,0,1,0,1,1,0,0,Software Developer,Civil Engineer,Architect
100,86,82,43,23,77,41,41,0,0,1,1,0,0,1,1,0,1,Marketing Manager,Psychologist,Lawyer
45,34,66,89,57,53,76,70,1,0,0,1,1,0,0,1,1,1,Graphic Designer,Software Developer,UX/UI Designer
97,62,22,88,83,38,97,83,1,0,0,0,0,1,1,1,0,1,Psychologist,Financial Analyst,Teacher
50,46,23,94,88,84,91,63,1,0,0,0,0,0,0,1,1,0,Financial Analyst,Lawyer,Data Scientist
25,28,61,91,35,85,87,39,0,0,1,0,0,1,1,0,1,1,Psychologist,Civil Engineer,Financial Analyst
65,32,33,78,46,37,37,79,0,1,1,1,0,0,1,1,1,1,UX/UI Designer,Digital Marketer,Architect
38,80,80,49,57,22,91,88,0,0,0,0,0,0,1,0,0,0,Software Developer,Data Scientist,Psychologist
99,86,57,60,92,30,29,73,1,1,0,1,1,1,0,0,0,1,Data Scientist,Lawyer,Psychologist
83,59,42,96,31,71,91,36,0,0,1,1,1,0,1,0,1,0,Mechanical Engineer,Doctor,UX/UI Designer
74,52,60,46,95,71,23,95,0,0,0,1,0,1,0,1,1,0,Financial Analyst,Teacher,Doctor
45,94,56,75,38,81,99,37,0,0,0,1,1,0,1,0,1,0,Financial Analyst,Digital Marketer,Doctor
31,53,87,62,23,69,56,49,1,0,1,0,0,1,1,0,0,0,Content Writer,Lawyer,Architect
41,63,84,41,74,38,54,80,1,0,0,0,0,1,1,1,0,1,Financial Analyst,UX/UI Designer,Psychologist
20,55,65,71,97,53,58,76,0,0,0,1,1,1,0,1,1,1,Data Scientist,UX/UI Designer,Financial Analyst
71,35,69,20,65,33,24,78,0,1,1,1,1,0,0,1,0,1,Mechanical Engineer,Software Developer,Graphic Designer
84,21,40,89,53,40,96,88,0,0,1,0,0,1,0,1,0,0,Civil Engineer,Architect,Graphic Designer
22,33,77,43,78,48,22,100,0,1,1,0,0,1,0,0,0,0,Mechanical Engineer,Marketing Manager,Doctor
65,88,43,96,50,41,76,86,1,0,0,1,0,1,0,1,0,0,Architect,Financial Analyst,Software Developer
90,73,85,95,70,45,26,61,0,1,1,0,1,1,1,1,0,1,Data Scientist,Graphic Designer,Digital Marketer
77,33,49,76,77,73,21,87,0,0,1,0,1,1,0,1,1,1,Civil Engineer,Content Writer,Software Developer
99,53,55,85,86,33,96,80,1,1,0,1,0,1,1,1,1,1,Architect,Doctor,Psychologist
100,23,55,39,61,82,97,36,1,0,0,1,1,1,1,0,1,0,Doctor,Digital Marketer,Marketing Manager
36,92,100,79,55,38,60,44,0,0,0,0,0,1,0,1,1,0,Civil Engineer,Teacher,Marketing Manager
24,77,34,50,77,55,97,73,1,0,1,1,0,0,1,1,0,0,UX/UI Designer,Lawyer,Psychologist
69,65,23,56,53,31,95,83,0,0,0,0,1,1,0,1,1,1,Psychologist,Teacher,Architect
43,87,82,42,28,66,88,74,1,0,1,0,0,0,1,1,0,1,Marketing Manager,Financial Analyst,Doctor
71,26,37,62,53,31,81,37,0,1,1,1,1,1,0,0,1,0,Civil Engineer,Marketing Manager,Psychologist
27,25,80,73,75,71,49,50,0,0,1,0,1,0,1,1,0,1,Teacher,Marketing Manager,Financial Analyst
97,20,84,25,98,35,22,60,1,0,1,0,1,0,0,0,0,0,Content Writer,Teacher,Digital Marketer
91,33,97,47,50,99,99,52,1,1,1,1,0,0,1,1,0,0,Financial Analyst,Psychologist,UX/UI Designer
46,76,35,53,99,77,25,65,0,0,0,1,1,1,1,0,0,0,Civil Engineer,Doctor,Graphic Designer
49,76,32,84,72,74,32,60,0,1,1,1,1,1,0,1,0,0,Graphic Designer,Architect,Digital Marketer
50,70,70,24,39,95,50,52,0,0,0,1,0,0,1,0,1,1,Teacher,Lawyer,Data Scientist
45,32,42,57,27,84,65,37,0,1,0,0,0,0,0,1,1,1,Financial Analyst,Architect,Data Scientist
23,25,41,58,56,86,93,85,0,0,1,1,0,0,0,0,1,1,Architect,Doctor,Mechanical Engineer
60,39,30,23,23,63,56,86,0,0,0,1,0,1,0,1,0,1,Mechanical Engineer,UX/UI Designer,Marketing Manager
22,63,97,31,73,96,27,69,1,1,0,0,1,0,1,0,1,0,Content Writer,Mechanical Engineer,Financial Analyst
33,53,60,60,66,61,55,98,1,1,1,1,1,0,1,1,1,0,Marketing Manager,Software Developer,Doctor
81,74,35,85,71,64,92,24,1,1,1,0,1,1,0,1,0,1,Mechanical Engineer,UX/UI Designer,Lawyer
76,40,37,63,32,44,57,75,1,1,0,0,1,1,1,0,0,1,Teacher,Civil Engineer,Doctor
52,71,30,25,67,66,79,21,1,0,0,0,1,1,1,0,0,1,Psychologist,Teacher,Software Developer
35,80,85,64,39,66,89,20,1,0,1,1,0,0,0,0,0,0,Civil Engineer,Graphic Designer,Digital Marketer
34,85,76,33,26,87,97,28,0,0,1,0,0,0,0,0,0,1,Content Writer,Software Developer,Graphic Designer
45,52,35,100,90,40,48,53,0,1,0,0,1,1,0,0,1,0,Doctor,Architect,Mechanical Engineer
73,51,94,80,70,73,61,94,0,1,0,0,1,0,1,1,0,1,Financial Analyst,Graphic Designer,Civil Engineer
50,68,91,45,85,32,20,50,0,0,1,1,1,0,0,1,1,0,Mechanical Engineer,Civil Engineer,Marketing Manager
91,78,79,64,54,44,22,28,1,0,0,0,0,1,1,0,1,0,Digital Marketer,Civil Engineer,UX/UI Designer
46,25,74,64,26,87,37,52,1,0,1,0,1,1,0,1,0,1,Digital Marketer,Financial Analyst,Psychologist
95,33,99,93,82,76,68,73,0,0,1,1,1,0,0,0,0,1,Data Scientist,Psychologist,Lawyer
55,76,87,77,58,59,29,97,0,0,1,0,0,0,0,1,0,0,Financial Analyst,Teacher,Lawyer
98,89,82,92,47,61,70,50,0,1,1,0,1,0,0,1,0,1,Lawyer,Marketing Manager,Data Scientist
94,41,57,70,92,94,55,34,0,1,1,0,1,1,1,1,1,1,UX/UI Designer,Architect,Civil Engineer
21,80,60,61,86,82,33,40,1,0,1,1,0,0,0,1,0,1,Digital Marketer,Financial Analyst,Content Writer
44,31,70,66,91,98,94,22,1,0,1,1,0,1,1,0,1,0,Digital Marketer,Psychologist,Marketing Manager
20,50,92,21,25,92,58,56,1,1,0,0,0,0,1,0,1,1,Civil Engineer,Doctor,Psychologist
100,100,80,67,36,41,67,67,1,1,1,0,1,0,1,0,0,1,Marketing Manager,Software Developer,Doctor
38,65,95,22,89,98,34,45,1,0,0,1,0,0,0,1,1,1,Psychologist,Marketing Manager,Lawyer
73,83,79,90,36,97,36,81,0,1,0,0,1,1,1,1,1,0,Content Writer,Graphic Designer,Doctor
41,48,82,77,78,69,44,68,1,0,1,0,1,1,0,0,1,0,Financial Analyst,Software Developer,Digital Marketer
43,71,48,51,85,64,75,96,1,1,0,1,1,0,1,1,0,0,Graphic Designer,Lawyer,Civil Engineer
77,96,62,85,81,85,54,88,0,1,0,0,0,1,0,0,1,0,Digital Marketer,UX/UI Designer,Architect
80,61,57,50,92,76,62,76,0,0,1,1,1,0,1,0,1,1,Software Developer,Digital Marketer,Mechanical Engineer
96,65,39,58,34,81,60,88,1,1,0,0,1,1,0,1,0,0,Architect,Data Scientist,Marketing Manager
44,96,20,52,36,91,69,64,1,0,0,1,1,0,1,1,1,0,Architect,Content Writer,UX/UI Designer
72,21,46,26,97,31,54,54,1,0,0,1,1,1,1,0,1,0,Financial Analyst,Psychologist,Teacher
100,36,86,47,42,93,32,69,0,1,1,1,1,1,1,1,1,1,Marketing Manager,Software Developer,Teacher
49,90,37,20,58,81,67,31,0,0,0,0,0,1,1,1,0,0,Data Scientist,Doctor,Psychologist
95,28,21,65,94,52,91,84,0,1,1,0,0,0,1,1,1,1,Marketing Manager,Teacher,Software Developer
43,92,30,29,86,37,75,24,1,0,1,0,0,0,1,0,1,1,Financial Analyst,Lawyer,Psychologist
91,21,76,31,56,91,30,42,1,0,1,0,1,1,0,1,0,1,Doctor,Digital Marketer,Teacher
63,71,32,84,72,73,24,61,0,1,1,1,1,1,1,0,1,0,Financial Analyst,Lawyer,Doctor
37,64,28,80,74,93,30,88,0,1,1,0,0,1,1,1,1,1,Doctor,UX/UI Designer,Marketing Manager
79,86,30,58,20,55,94,47,0,1,1,1,1,1,0,1,1,1,Civil Engineer,Financial Analyst,Psychologist
55,83,60,35,54,58,31,71,1,1,1,0,1,0,0,1,1,1,Lawyer,Architect,Financial Analyst
53,37,59,92,65,99,72,36,0,1,1,0,0,1,0,0,0,1,Digital Marketer,UX/UI Designer,Teacher
55,59,25,39,40,95,56,23,0,0,1,0,1,0,0,1,0,0,Content Writer,Financial Analyst,Data Scientist
54,93,64,61,55,49,25,32,1,1,1,1,1,0,1,0,1,0,Mechanical Engineer,UX/UI Designer,Psychologist
56,30,83,80,40,82,39,54,1,1,0,0,0,1,0,1,0,0,Software Developer,Content Writer,Graphic Designer
85,42,94,91,67,35,45,65,1,1,1,0,0,1,1,1,0,0,Teacher,Civil Engineer,Content Writer
31,53,82,46,63,38,37,36,0,1,0,1,1,1,0,0,1,0,UX/UI Designer,Teacher,Marketing Manager
26,58,96,97,57,89,90,64,0,0,1,0,1,1,1,1,0,0,Civil Engineer,UX/UI Designer,Digital Marketer
69,28,76,86,31,77,34,50,0,0,0,0,1,0,1,0,1,0,Data Scientist,Mechanical Engineer,Digital Marketer
60,95,67,81,43,45,21,47,1,1,1,1,0,1,1,0,1,0,Data Scientist,Graphic Designer,Digital Marketer
56,47,94,49,45,79,26,88,1,1,0,0,0,1,0,1,0,0,Content Writer,Psychologist,Civil Engineer
79,22,57,24,67,26,25,88,0,1,0,0,1,1,1,1,1,1,Architect,Marketing Manager,Mechanical Engineer
22,40,68,23,77,68,47,46,0,0,0,1,1,1,1,0,1,0,Marketing Manager,Content Writer,Digital Marketer
34,42,67,60,91,50,42,71,1,0,0,1,0,1,0,1,0,0,Digital Marketer,Marketing Manager,Data Scientist
71,68,56,49,47,62,56,60,0,0,0,0,1,0,1,1,1,0,Lawyer,Civil Engineer,UX/UI Designer
81,64,46,68,23,83,20,74,0,1,1,1,0,1,0,0,0,1,UX/UI Designer,Graphic Designer,Digital Marketer
65,31,38,66,53,26,64,81,1,0,0,0,0,0,1,0,0,1,Psychologist,Mechanical Engineer,Content Writer
93,83,48,73,91,98,48,25,1,1,0,0,0,0,1,0,1,1,Civil Engineer,UX/UI Designer,Data Scientist
35,37,71,69,23,88,88,21,0,0,1,0,1,1,0,1,1,0,Civil Engineer,Graphic Designer,Marketing Manager
47,75,28,99,86,30,38,53,0,1,0,0,0,0,1,1,1,1,Architect,Doctor,Financial Analyst
87,98,45,61,98,25,20,53,1,0,1,1,0,0,1,1,0,0,Content Writer,Lawyer,Mechanical Engineer
25,34,58,44,75,45,61,95,0,1,1,0,1,0,0,1,0,1,Content Writer,Mechanical Engineer,Civil Engineer
58,56,35,54,21,59,25,80,0,1,1,1,0,1,0,1,0,0,UX/UI Designer,Marketing Manager,Psychologist
90,51,33,40,49,89,25,83,0,0,0,1,1,1,1,0,0,0,Civil Engineer,Graphic Designer,Architect
27,21,21,48,26,78,57,74,1,0,1,0,1,0,0,0,1,0,Doctor,Software Developer,Marketing Manager
76,72,40,67,89,94,36,75,0,0,0,1,1,1,0,0,0,0,Marketing Manager,UX/UI Designer,Mechanical Engineer
59,96,78,61,24,76,59,46,0,0,0,1,0,1,1,1,0,0,UX/UI Designer,Teacher,Civil Engineer
93,84,76,57,46,94,77,67,0,1,0,0,1,1,1,0,0,1,Data Scientist,Graphic Designer,Doctor
48,63,40,74,53,99,80,92,1,0,1,1,1,0,0,0,0,1,Digital Marketer,Mechanical Engineer,Financial Analyst
43,91,33,33,94,85,73,52,0,1,0,1,1,0,1,0,1,1,Teacher,UX/UI Designer,Doctor
77,92,38,40,60,96,97,52,1,1,0,1,0,0,0,0,1,0,Civil Engineer,Software Developer,Content Writer
69,72,62,40,32,76,98,45,0,1,1,0,0,1,0,1,1,0,Marketing Manager,Mechanical Engineer,Psychologist
35,27,86,20,80,78,50,88,0,1,0,0,0,1,0,1,1,0,Architect,Mechanical Engineer,Digital Marketer
29,76,35,83,87,53,52,34,0,0,1,1,0,0,1,1,0,1,Content Writer,Architect,UX/UI Designer
88,99,67,26,39,81,100,92,0,0,0,1,1,0,0,1,1,1,Psychologist,Lawyer,Data Scientist
37,68,93,72,25,57,61,41,0,1,0,0,1,0,1,0,1,0,UX/UI Designer,Architect,Lawyer
91,23,84,90,33,62,59,28,1,0,1,0,1,1,1,1,1,0,Mechanical Engineer,Psychologist,Doctor
37,81,22,81,56,35,51,44,0,0,1,0,0,1,1,0,0,1,Content Writer,Marketing Manager,Software Developer
24,37,35,58,100,23,38,44,0,1,0,1,0,0,1,0,0,1,Content Writer,Marketing Manager,Civil Engineer
40,66,58,99,64,83,93,46,1,1,1,0,0,1,0,0,0,1,UX/UI Designer,Teacher,Lawyer
51,73,34,49,21,80,85,27,0,1,1,0,1,1,0,1,0,1,Doctor,Mechanical Engineer,Civil Engineer
74,62,66,57,49,48,51,96,1,0,1,0,0,0,1,0,0,1,Teacher,Civil Engineer,Architect
70,57,83,76,41,83,30,74,1,1,1,1,1,0,0,0,1,0,UX/UI Designer,Financial Analyst,Data Scientist
96,65,23,79,26,47,34,52,0,1,1,1,1,0,1,1,0,1,Data Scientist,Architect,Marketing Manager
82,58,21,44,39,32,37,62,1,1,0,0,0,0,0,1,0,1,Digital Marketer,Marketing Manager,Civil Engineer
76,34,74,34,72,41,65,65,1,0,0,1,1,1,0,1,0,1,Marketing Manager,Doctor,Mechanical Engineer
96,26,60,50,64,62,66,34,0,1,0,0,0,0,0,1,0,0,Architect,Content Writer,Graphic Designer
70,21,77,95,24,92,90,61,0,0,1,1,0,0,0,0,1,0,Content Writer,Mechanical Engineer,Teacher
77,28,57,28,20,85,55,40,0,0,0,0,1,0,1,0,0,0,Marketing Manager,Graphic Designer,Mechanical Engineer
73,83,68,37,54,79,40,42,1,1,0,1,0,0,0,0,1,1,UX/UI Designer,Software Developer,Data Scientist
47,36,61,86,76,76,95,96,1,1,0,1,1,0,0,0,0,1,Content Writer,Data Scientist,Financial Analyst
42,48,79,52,63,84,25,29,0,0,1,0,1,0,1,1,0,1,Teacher,Graphic Designer,Content Writer
27,23,45,21,43,85,97,71,0,0,1,0,0,0,0,0,0,1,Psychologist,UX/UI Designer,Mechanical Engineer
39,64,72,38,51,69,47,42,0,1,0,1,1,1,1,1,1,0,Marketing Manager,Psychologist,UX/UI Designer
39,96,57,86,62,69,90,58,0,1,1,0,0,0,1,1,1,1,Graphic Designer,Data Scientist,Civil Engineer
38,66,66,75,99,62,42,20,1,0,0,0,1,1,1,0,0,1,Graphic Designer,Civil Engineer,Digital Marketer
60,90,37,42,65,83,83,81,1,0,1,0,0,1,0,0,0,0,Data Scientist,UX/UI Designer,Software Developer
56,87,47,97,81,58,63,36,0,0,0,1,1,0,1,0,0,1,Software Developer,Civil Engineer,Digital Marketer
58,80,34,22,90,74,41,50,0,1,1,0,0,0,0,0,0,1,Civil Engineer,UX/UI Designer,Graphic Designer
62,24,55,64,95,63,91,44,1,0,0,1,0,1,0,0,0,0,Software Developer,UX/UI Designer,Financial Analyst
38,53,56,57,82,35,78,26,0,0,1,1,0,1,1,0,1,1,Civil Engineer,Teacher,Psychologist
26,36,98,65,65,40,54,45,0,0,1,1,0,1,1,1,1,0,Lawyer,Graphic Designer,Architect
94,93,41,65,29,53,68,76,0,0,0,0,0,0,0,0,0,0,UX/UI Designer,Marketing Manager,Content Writer
79,57,37,71,95,60,84,93,1,1,0,1,1,0,0,0,1,1,Mechanical Engineer,UX/UI Designer,Architect
26,40,27,61,78,35,96,52,1,0,1,1,0,1,1,0,0,1,Mechanical Engineer,Teacher,Architect
64,44,38,66,74,90,45,45,1,1,0,1,0,0,0,1,1,0,Mechanical Engineer,Lawyer,UX/UI Designer
54,23,86,43,86,79,88,80,0,0,1,1,0,0,1,0,1,0,Software Developer,Graphic Designer,Psychologist
57,60,29,81,73,88,45,95,0,1,0,1,0,0,0,0,0,0,Doctor,Architect,Digital Marketer
76,78,54,42,36,81,66,59,1,0,1,1,1,0,1,1,1,1,UX/UI Designer,Graphic Designer,Architect
82,28,93,45,71,39,69,77,0,1,1,1,1,0,0,1,1,0,Mechanical Engineer,Financial Analyst,Teacher
22,52,43,75,45,76,30,34,1,0,0,1,0,1,0,0,0,1,Data Scientist,Teacher,UX/UI Designer
27,89,97,73,46,75,59,59,1,1,1,1,0,0,1,1,1,0,Teacher,Mechanical Engineer,Digital Marketer
24,86,65,58,23,80,71,28,0,0,1,0,0,0,0,1,0,0,Lawyer,Mechanical Engineer,UX/UI Designer
75,53,49,40,93,99,47,49,1,0,1,1,1,0,1,1,0,0,Graphic Designer,Mechanical Engineer,UX/UI Designer
40,44,28,49,30,62,50,24,1,1,0,0,1,0,1,0,0,0,Digital Marketer,Doctor,Architect
67,24,55,97,35,49,53,67,1,1,1,0,1,1,1,1,0,0,Architect,Lawyer,UX/UI Designer
31,71,50,48,73,87,61,78,0,0,0,1,1,0,1,1,1,1,Data Scientist,Lawyer,Teacher
77,40,91,37,20,49,85,47,1,1,0,0,0,0,1,1,0,1,Civil Engineer,Content Writer,Data Scientist
30,80,30,64,84,66,52,39,1,1,1,1,1,1,0,0,0,1,Financial Analyst,Data Scientist,Civil Engineer
81,50,69,35,81,39,83,45,1,1,1,1,0,1,1,1,1,0,Mechanical Engineer,Content Writer,Civil Engineer
59,62,25,86,100,45,38,87,0,1,1,1,0,0,0,1,1,0,Mechanical Engineer,Doctor,Teacher
93,77,87,29,56,73,69,29,0,1,0,1,0,1,1,0,1,1,Lawyer,Content Writer,Doctor
46,76,83,49,80,21,66,66,1,1,1,0,1,1,0,1,0,1,Data Scientist,Graphic Designer,Teacher
91,92,61,27,67,90,49,37,1,0,0,0,1,0,1,0,1,1,Financial Analyst,Teacher,Graphic Designer
67,84,44,72,90,66,67,77,0,0,1,0,0,0,0,1,0,0,Lawyer,UX/UI Designer,Digital Marketer
34,67,71,90,29,25,66,83,0,0,1,0,0,0,0,1,0,1,Mechanical Engineer,Graphic Designer,Financial Analyst
44,30,52,27,68,38,94,73,1,0,1,1,1,1,1,1,1,0,Marketing Manager,Architect,Content Writer
42,35,47,29,45,94,93,82,1,1,1,0,1,1,1,1,0,1,Civil Engineer,Doctor,Data Scientist
35,32,56,49,43,34,29,61,0,1,0,1,0,1,0,1,0,0,Architect,Graphic Designer,Lawyer
94,32,32,59,20,50,60,23,1,0,0,0,1,0,1,1,1,1,Doctor,Digital Marketer,Marketing Manager
35,26,56,21,95,93,95,49,1,0,1,1,1,1,1,1,0,0,Doctor,Civil Engineer,Software Developer
87,97,57,36,69,26,100,66,1,1,0,0,0,0,1,1,0,1,Civil Engineer,Content Writer,Doctor
22,85,42,83,76,60,41,38,1,1,0,0,1,1,1,0,0,0,UX/UI Designer,Content Writer,Data Scientist
82,40,45,83,81,92,82,66,0,1,0,0,1,0,0,1,1,1,Software Developer,Doctor,Digital Marketer
60,83,22,29,60,87,48,63,0,0,1,1,1,1,1,1,1,1,Teacher,Doctor,Digital Marketer
25,65,58,54,92,33,42,20,1,0,0,0,1,0,1,1,0,0,Psychologist,Mechanical Engineer,Teacher
84,66,72,42,81,33,25,90,1,0,1,1,1,1,1,0,1,1,Content Writer,Lawyer,Mechanical Engineer
47,76,24,42,60,44,66,96,1,1,1,0,1,0,0,1,1,1,Civil Engineer,Teacher,Data Scientist
49,27,75,61,41,30,30,54,1,0,0,0,1,1,1,0,1,0,Data Scientist,Lawyer,Graphic Designer
80,75,96,57,24,62,31,58,1,0,1,0,0,0,1,0,1,0,UX/UI Designer,Doctor,Psychologist
40,57,68,46,96,89,47,50,1,0,1,0,0,1,0,0,1,1,Marketing Manager,Doctor,Financial Analyst
70,29,37,41,60,32,100,82,1,1,0,1,1,0,1,0,0,0,Teacher,Civil Engineer,Doctor
28,81,89,65,99,48,61,37,1,1,1,0,0,0,0,0,1,0,UX/UI Designer,Marketing Manager,Psychologist
61,50,76,42,47,75,85,46,1,0,1,0,0,1,0,0,1,0,Digital Marketer,Teacher,Doctor
75,73,73,83,68,30,21,52,0,0,0,0,1,1,0,0,0,0,Graphic Designer,Lawyer,Content Writer
71,70,66,73,46,52,68,59,1,1,0,0,0,0,0,1,1,1,Content Writer,Architect,Doctor
53,60,45,66,29,90,28,34,1,1,0,1,0,1,1,0,0,0,Doctor,Psychologist,Graphic Designer
21,51,92,72,33,100,94,39,1,1,0,1,0,1,1,1,1,0,Content Writer,Lawyer,Software Developer
85,84,43,32,59,30,79,91,0,1,1,0,1,1,1,0,0,0,Architect,Marketing Manager,Digital Marketer
75,55,24,43,32,49,34,51,0,0,0,1,1,0,0,1,0,0,Doctor,Civil Engineer,Lawyer
22,76,86,39,62,30,87,70,0,1,0,1,1,1,0,0,1,1,Teacher,Graphic Designer,Content Writer
96,96,83,80,85,31,37,87,1,1,1,0,0,0,1,0,1,1,Architect,Marketing Manager,Teacher
99,46,65,32,47,78,23,32,0,0,0,0,1,0,1,0,1,1,Graphic Designer,Doctor,Lawyer
57,66,50,28,23,77,75,95,0,1,0,0,1,1,1,0,1,0,Financial Analyst,Architect,Civil Engineer
65,62,33,43,34,39,99,50,1,1,1,0,0,0,0,1,1,1,Doctor,Teacher,Lawyer
30,34,65,99,49,65,57,47,0,1,1,1,0,1,1,0,0,0,Mechanical Engineer,Data Scientist,Content Writer
64,82,38,84,92,54,58,64,1,0,1,0,1,1,1,1,1,0,Teacher,Civil Engineer,Psychologist
99,33,62,35,71,82,30,39,1,0,1,0,0,0,1,0,0,1,Financial Analyst,Graphic Designer,Doctor
59,73,97,89,20,46,35,65,0,1,1,0,0,1,1,0,1,1,Mechanical Engineer,Teacher,Graphic Designer
67,78,92,60,97,74,78,96,0,0,0,0,1,1,1,0,1,1,Doctor,Financial Analyst,Data Scientist
38,59,71,39,98,50,99,45,1,0,1,0,1,1,0,1,0,1,Software Developer,Data Scientist,Digital Marketer
31,24,71,45,31,57,22,32,0,0,1,1,1,1,0,0,1,1,Civil Engineer,Data Scientist,Digital Marketer
38,55,61,47,46,63,74,43,0,1,0,1,1,1,1,1,1,1,Marketing Manager,Software Developer,Data Scientist
52,83,89,89,58,86,63,35,0,1,1,0,0,0,0,0,1,1,Doctor,Digital Marketer,UX/UI Designer
44,33,85,71,56,32,41,53,1,1,1,1,0,1,1,1,1,1,Marketing Manager,Content Writer,Data Scientist
95,87,42,88,93,39,44,69,0,0,1,0,0,0,1,0,0,1,Mechanical Engineer,Content Writer,Psychologist
64,53,41,70,45,52,43,71,1,1,0,0,1,0,0,0,0,1,Graphic Designer,Marketing Manager,UX/UI Designer
85,68,46,36,34,49,49,84,0,0,1,1,0,1,1,1,1,0,Doctor,Data Scientist,Lawyer
91,75,28,77,29,34,20,50,0,0,0,0,1,1,0,0,1,0,Graphic Designer,Lawyer,Software Developer
85,78,82,60,89,38,57,49,1,1,0,0,0,1,0,1,0,1,Marketing Manager,Mechanical Engineer,Graphic Designer
84,75,96,97,52,40,99,86,1,0,0,0,1,0,0,0,1,1,UX/UI Designer,Civil Engineer,Marketing Manager
57,34,39,22,81,42,80,57,1,0,1,0,1,1,1,1,0,1,Software Developer,Mechanical Engineer,Marketing Manager
31,58,74,82,41,82,66,26,1,1,0,1,1,0,0,0,0,0,Lawyer,UX/UI Designer,Doctor
27,23,42,27,26,22,22,33,0,0,0,0,0,1,0,1,1,0,Doctor,Financial Analyst,Lawyer
87,73,47,48,66,35,78,75,0,1,1,0,0,0,1,1,1,0,Content Writer,Data Scientist,Doctor
72,42,47,71,94,29,97,38,1,0,0,1,1,0,0,1,0,1,Teacher,Data Scientist,Architect
29,84,51,38,59,64,35,81,1,1,0,1,1,1,1,1,0,0,Content Writer,Teacher,Graphic Designer
35,40,43,73,46,43,88,57,1,0,1,0,1,0,1,0,1,1,Content Writer,Teacher,Civil Engineer
57,58,28,29,52,75,90,89,0,0,0,0,0,1,0,0,1,0,Civil Engineer,UX/UI Designer,Architect
53,30,33,72,41,30,82,39,0,0,1,1,1,0,1,0,1,1,Graphic Designer,Data Scientist,Lawyer
65,55,52,61,80,33,81,96,0,1,1,1,1,1,1,0,0,1,Software Developer,Digital Marketer,Architect
42,77,66,43,43,52,58,38,1,1,0,1,0,1,0,0,0,1,Lawyer,Graphic Designer,Doctor
